iter	Passed	Remaining
8305	14228	54291
8306	14229	54289
8307	14231	54287
8308	14233	54286
8309	14234	54284
8310	14236	54282
8311	14238	54280
8312	14239	54278
8313	14241	54277
8314	14243	54275
8315	14244	54273
8316	14246	54271
8317	14248	54269
8318	14249	54267
8319	14251	54266
8320	14253	54264
8321	14255	54262
8322	14256	54261
8323	14258	54259
8324	14260	54258
8325	14262	54256
8326	14263	54252
8327	14264	54250
8328	14266	54248
8329	14268	54246
8330	14269	54244
8331	14271	54243
8332	14273	54241
8333	14274	54239
8334	14276	54237
8335	14278	54234
8336	14279	54233
8337	14281	54232
8338	14283	54230
8339	14285	54228
8340	14287	54228
8341	14288	54226
8342	14290	54224
8343	14292	54222
8344	14294	54221
8345	14295	54219
8346	14297	54218
8347	14299	54216
8348	14300	54214
8349	14302	54212
8350	14304	54210
8351	14305	54209
8352	14307	54206
8353	14309	54205
8354	14311	54203
8355	14312	54201
8356	14314	54200
8357	14316	54199
8358	14318	54197
8359	14319	54196
8360	14321	54194
8361	14323	54192
8362	14324	54190
8363	14326	54188
8364	14328	54187
8365	14329	54184
8366	14331	54182
8367	14333	54181
8368	14335	54179
8369	14336	54177
8370	14338	54175
8371	14340	54174
8372	14341	54172
8373	14343	54170
8374	14345	54169
8375	14347	54167
8376	14348	54165
8377	14350	54164
8378	14352	54162
8379	14353	54159
8380	14355	54158
8381	14357	54157
8382	14358	54155
8383	14360	54153
8384	14362	54152
8385	14364	54150
8386	14365	54148
8387	14367	54146
8388	14369	54145
8389	14370	54143
8390	14372	54142
8391	14374	54141
8392	14376	54139
8393	14378	54138
8394	14380	54137
8395	14381	54135
8396	14383	54134
8397	14385	54132
8398	14387	54131
8399	14388	54130
8400	14390	54127
8401	14392	54126
8402	14395	54129
8403	14396	54127
8404	14398	54125
8405	14400	54123
8406	14402	54122
8407	14404	54121
8408	14405	54119
8409	14407	54118
8410	14409	54117
8411	14411	54116
8412	14413	54114
8413	14414	54112
8414	14416	54111
8415	14418	54110
8416	14420	54109
8417	14422	54108
8418	14424	54107
8419	14425	54105
8420	14427	54104
8421	14430	54106
8422	14432	54106
8423	14434	54104
8424	14436	54103
8425	14437	54102
8426	14439	54101
8427	14441	54099
8428	14443	54097
8429	14445	54096
8430	14446	54094
8431	14448	54092
8432	14450	54091
8433	14452	54089
8434	14453	54088
8435	14455	54086
8436	14457	54085
8437	14459	54083
8438	14460	54081
8439	14462	54080
8440	14464	54079
8441	14466	54077
8442	14467	54076
8443	14469	54074
8444	14471	54073
8445	14473	54071
8446	14475	54070
8447	14476	54068
8448	14478	54066
8449	14480	54064
8450	14481	54063
8451	14483	54062
8452	14485	54061
8453	14487	54059
8454	14489	54058
8455	14491	54057
8456	14492	54055
8457	14494	54054
8458	14496	54052
8459	14498	54050
8460	14499	54049
8461	14501	54047
8462	14503	54046
8463	14505	54045
8464	14507	54044
8465	14508	54042
8466	14510	54039
8467	14512	54038
8468	14513	54037
8469	14515	54035
8470	14517	54033
8471	14519	54032
8472	14520	54030
8473	14522	54029
8474	14524	54027
8475	14526	54027
8476	14527	54024
8477	14529	54022
8478	14531	54021
8479	14533	54019
8480	14534	54017
8481	14536	54015
8482	14538	54013
8483	14539	54011
8484	14541	54009
8485	14543	54007
8486	14545	54007
8487	14546	54005
8488	14548	54003
8489	14550	54002
8490	14552	54000
8491	14553	53999
8492	14555	53998
8493	14557	53996
8494	14559	53994
8495	14560	53993
8496	14562	53991
8497	14564	53989
8498	14565	53987
8499	14567	53985
8500	14569	53983
8501	14571	53982
8502	14572	53980
8503	14574	53977
8504	14575	53975
8505	14577	53974
8506	14579	53974
8507	14581	53972
8508	14583	53971
8509	14584	53968
8510	14586	53967
8511	14588	53965
8512	14590	53964
8513	14591	53962
8514	14593	53960
8515	14595	53959
8516	14597	53957
8517	14598	53956
8518	14600	53955
8519	14602	53954
8520	14604	53952
8521	14606	53951
8522	14607	53949
8523	14609	53948
8524	14611	53947
8525	14613	53945
8526	14615	53944
8527	14616	53942
8528	14618	53940
8529	14619	53937
8530	14621	53936
8531	14623	53934
8532	14625	53934
8533	14627	53933
8534	14629	53932
8535	14630	53930
8536	14632	53927
8537	14633	53925
8538	14635	53924
8539	14637	53923
8540	14639	53921
8541	14641	53919
8542	14642	53917
8543	14644	53916
8544	14646	53914
8545	14648	53913
8546	14649	53912
8547	14651	53909
8548	14653	53908
8549	14654	53905
8550	14656	53904
8551	14659	53906
8552	14661	53905
8553	14663	53904
8554	14664	53902
8555	14666	53900
8556	14668	53898
8557	14669	53896
8558	14671	53894
8559	14673	53893
8560	14674	53891
8561	14676	53890
8562	14678	53888
8563	14680	53886
8564	14681	53885
8565	14683	53884
8566	14685	53883
8567	14687	53880
8568	14689	53879
8569	14690	53877
8570	14692	53876
8571	14694	53875
8572	14696	53874
8573	14698	53872
8574	14699	53871
8575	14701	53869
8576	14703	53867
8577	14705	53866
8578	14707	53865
8579	14709	53865
8580	14711	53865
8581	14713	53864
8582	14715	53863
8583	14716	53861
8584	14718	53860
8585	14720	53859
8586	14722	53857
8587	14723	53855
8588	14725	53853
8589	14727	53853
8590	14729	53852
8591	14731	53849
8592	14732	53847
8593	14734	53845
8594	14736	53843
8595	14737	53841
8596	14740	53843
8597	14742	53842
8598	14743	53840
8599	14745	53838
8600	14747	53836
8601	14749	53835
8602	14750	53832
8603	14752	53830
8604	14753	53829
8605	14755	53827
8606	14757	53825
8607	14758	53821
8608	14760	53820
8609	14762	53818
8610	14763	53817
8611	14765	53815
8612	14767	53813
8613	14768	53811
8614	14770	53809
8615	14772	53808
8616	14773	53806
8617	14775	53804
8618	14777	53804
8619	14779	53803
8620	14781	53801
8621	14783	53800
8622	14784	53798
8623	14786	53797
8624	14788	53794
8625	14789	53792
8626	14791	53791
8627	14793	53790
8628	14795	53788
8629	14796	53786
8630	14798	53785
8631	14800	53784
8632	14802	53783
8633	14804	53781
8634	14805	53779
8635	14807	53777
8636	14809	53775
8637	14810	53774
8638	14812	53772
8639	14814	53771
8640	14816	53769
8641	14817	53767
8642	14819	53765
8643	14821	53763
8644	14822	53761
8645	14824	53759
8646	14826	53758
8647	14827	53756
8648	14829	53754
8649	14831	53752
8650	14832	53750
8651	14834	53749
8652	14836	53747
8653	14838	53746
8654	14839	53744
8655	14841	53742
8656	14843	53741
8657	14845	53739
8658	14847	53738
8659	14848	53736
8660	14850	53735
8661	14852	53733
8662	14854	53732
8663	14855	53730
8664	14857	53728
8665	14859	53726
8666	14860	53725
8667	14862	53723
8668	14864	53721
8669	14865	53719
8670	14867	53717
8671	14869	53714
8672	14870	53713
8673	14872	53712
8674	14874	53710
8675	14876	53709
8676	14877	53707
8677	14879	53706
8678	14881	53704
8679	14883	53703
8680	14885	53701
8681	14886	53699
8682	14888	53697
8683	14890	53696
8684	14892	53695
8685	14893	53693
8686	14895	53692
8687	14897	53690
8688	14899	53689
8689	14900	53687
8690	14902	53686
8691	14904	53685
8692	14906	53683
8693	14907	53681
8694	14909	53679
8695	14911	53678
8696	14914	53681
8697	14916	53679
8698	14917	53677
8699	14919	53675
8700	14921	53674
8701	14923	53673
8702	14924	53671
8703	14926	53670
8704	14929	53671
8705	14930	53669
8706	14932	53669
8707	14934	53666
8708	14936	53664
8709	14937	53662
8710	14939	53661
8711	14941	53660
8712	14943	53658
8713	14944	53655
8714	14946	53654
8715	14948	53652
8716	14949	53650
8717	14951	53648
8718	14953	53646
8719	14954	53645
8720	14956	53643
8721	14958	53641
8722	14960	53640
8723	14961	53638
8724	14963	53636
8725	14964	53633
8726	14966	53632
8727	14968	53630
8728	14969	53628
8729	14971	53626
8730	14973	53625
8731	14974	53622
8732	14976	53621
8733	14978	53619
8734	14980	53617
8735	14981	53615
8736	14983	53613
8737	14985	53612
8738	14986	53610
8739	14988	53609
8740	14990	53607
8741	14991	53605
8742	14993	53603
8743	14995	53602
8744	14997	53600
8745	14998	53598
8746	15000	53597
8747	15002	53595
8748	15004	53594
8749	15005	53592
8750	15007	53590
8751	15009	53588
8752	15010	53586
8753	15012	53583
8754	15014	53582
8755	15015	53580
8756	15017	53579
8757	15019	53576
8758	15020	53574
8759	15022	53573
8760	15024	53572
8761	15025	53569
8762	15027	53567
8763	15029	53565
8764	15030	53564
8765	15032	53563
8766	15034	53560
8767	15035	53558
8768	15037	53557
8769	15039	53554
8770	15041	53553
8771	15042	53551
8772	15044	53549
8773	15045	53546
8774	15047	53544
8775	15049	53543
8776	15051	53542
8777	15052	53540
8778	15054	53539
8779	15056	53537
8780	15057	53535
8781	15059	53532
8782	15061	53530
8783	15062	53529
8784	15064	53527
8785	15066	53525
8786	15068	53525
8787	15069	53523
8788	15071	53521
8789	15073	53520
8790	15075	53518
8791	15076	53516
8792	15078	53514
8793	15080	53512
8794	15081	53510
8795	15083	53508
8796	15085	53506
8797	15086	53504
8798	15088	53503
8799	15090	53501
8800	15092	53500
8801	15094	53499
8802	15095	53498
8803	15097	53495
8804	15099	53494
8805	15100	53492
8806	15102	53490
8807	15104	53489
8808	15106	53487
8809	15107	53486
8810	15109	53484
8811	15111	53482
8812	15112	53481
8813	15114	53478
8814	15116	53477
8815	15118	53475
8816	15119	53474
8817	15121	53472
8818	15123	53471
8819	15125	53469
8820	15126	53468
8821	15128	53466
8822	15130	53464
8823	15132	53463
8824	15133	53461
8825	15135	53459
8826	15137	53457
8827	15138	53455
8828	15140	53453
8829	15142	53451
8830	15143	53449
8831	15145	53447
8832	15147	53446
8833	15148	53443
8834	15150	53442
8835	15152	53440
8836	15153	53438
8837	15155	53436
8838	15157	53435
8839	15158	53432
8840	15160	53430
8841	15162	53429
8842	15163	53427
8843	15165	53425
8844	15167	53424
8845	15169	53422
8846	15170	53421
8847	15172	53419
8848	15174	53417
8849	15175	53415
8850	15177	53413
8851	15179	53412
8852	15181	53410
8853	15182	53409
8854	15184	53407
8855	15186	53405
8856	15187	53403
8857	15189	53402
8858	15191	53400
8859	15193	53399
8860	15194	53397
8861	15196	53395
8862	15198	53393
8863	15199	53390
8864	15201	53389
8865	15203	53387
8866	15204	53385
8867	15206	53384
8868	15208	53382
8869	15209	53380
8870	15211	53378
8871	15213	53375
8872	15214	53374
8873	15216	53374
8874	15218	53372
8875	15220	53370
8876	15222	53369
8877	15223	53367
8878	15225	53366
8879	15227	53364
8880	15229	53363
8881	15230	53361
8882	15232	53359
8883	15234	53357
8884	15235	53355
8885	15237	53353
8886	15239	53352
8887	15241	53350
8888	15242	53348
8889	15244	53346
8890	15246	53345
8891	15247	53343
8892	15249	53342
8893	15251	53340
8894	15252	53337
8895	15254	53335
8896	15256	53333
8897	15257	53331
8898	15259	53330
8899	15261	53328
8900	15262	53326
8901	15264	53324
8902	15266	53322
8903	15267	53321
8904	15269	53319
8905	15271	53317
8906	15273	53316
8907	15274	53314
8908	15276	53313
8909	15278	53311
8910	15280	53309
8911	15281	53308
8912	15283	53306
8913	15285	53305
8914	15287	53303
8915	15291	53309
8916	15292	53307
8917	15294	53305
8918	15295	53303
8919	15297	53302
8920	15299	53300
8921	15301	53300
8922	15303	53298
8923	15305	53296
8924	15306	53295
8925	15308	53294
8926	15310	53292
8927	15312	53291
8928	15314	53289
8929	15315	53288
8930	15317	53286
8931	15319	53285
8932	15321	53283
8933	15322	53281
8934	15324	53280
8935	15326	53278
8936	15328	53277
8937	15329	53275
8938	15331	53272
8939	15332	53270
8940	15334	53269
8941	15336	53267
8942	15338	53265
8943	15339	53263
8944	15341	53260
8945	15342	53259
8946	15344	53257
8947	15346	53255
8948	15347	53252
8949	15349	53250
8950	15350	53248
8951	15352	53247
8952	15354	53245
8953	15356	53244
8954	15357	53242
8955	15359	53240
8956	15360	53237
8957	15362	53236
8958	15364	53234
8959	15366	53232
8960	15367	53230
8961	15369	53228
8962	15371	53226
8963	15372	53225
8964	15374	53224
8965	15376	53223
8966	15378	53221
8967	15380	53219
8968	15381	53217
8969	15383	53216
8970	15385	53214
8971	15386	53212
8972	15388	53210
8973	15390	53208
8974	15391	53206
8975	15393	53203
8976	15394	53202
8977	15396	53200
8978	15398	53198
8979	15400	53197
8980	15401	53195
8981	15403	53195
8982	15405	53192
8983	15407	53190
8984	15408	53188
8985	15410	53187
8986	15412	53186
8987	15413	53184
8988	15415	53182
8989	15417	53181
8990	15419	53179
8991	15420	53177
8992	15422	53175
8993	15424	53173
8994	15425	53171
8995	15427	53169
8996	15428	53166
8997	15430	53165
8998	15432	53163
8999	15433	53160
9000	15435	53158
9001	15436	53155
9002	15438	53154
9003	15440	53152
9004	15442	53151
9005	15443	53149
9006	15445	53147
9007	15447	53146
9008	15448	53144
9009	15450	53142
9010	15452	53140
9011	15454	53139
9012	15455	53137
9013	15457	53136
9014	15459	53135
9015	15461	53133
9016	15462	53131
9017	15464	53130
9018	15466	53128
9019	15468	53127
9020	15469	53124
9021	15471	53122
9022	15472	53120
9023	15474	53118
9024	15476	53116
9025	15477	53114
9026	15479	53113
9027	15481	53112
9028	15483	53111
9029	15485	53109
9030	15486	53107
9031	15488	53105
9032	15490	53104
9033	15492	53102
9034	15493	53101
9035	15495	53099
9036	15497	53097
9037	15498	53095
9038	15500	53093
9039	15502	53091
9040	15503	53089
9041	15505	53087
9042	15506	53084
9043	15508	53082
9044	15510	53080
9045	15511	53078
9046	15513	53076
9047	15514	53074
9048	15516	53072
9049	15517	53069
9050	15519	53067
9051	15521	53066
9052	15523	53064
9053	15524	53063
9054	15526	53061
9055	15528	53059
9056	15529	53057
9057	15531	53056
9058	15533	53054
9059	15535	53052
9060	15536	53050
9061	15538	53048
9062	15540	53046
9063	15541	53045
9064	15543	53042
9065	15545	53041
9066	15546	53039
9067	15548	53037
9068	15550	53035
9069	15551	53033
9070	15553	53032
9071	15555	53030
9072	15556	53028
9073	15558	53027
9074	15560	53025
9075	15561	53022
9076	15563	53022
9077	15565	53019
9078	15567	53018
9079	15569	53017
9080	15570	53014
9081	15572	53013
9082	15573	53010
9083	15575	53008
9084	15577	53007
9085	15579	53005
9086	15580	53004
9087	15582	53001
9088	15584	53000
9089	15585	52998
9090	15587	52997
9091	15589	52995
9092	15591	52993
9093	15592	52991
9094	15594	52990
9095	15596	52988
9096	15597	52986
9097	15599	52984
9098	15601	52983
9099	15603	52982
9100	15604	52980
9101	15606	52978
9102	15608	52978
9103	15610	52976
9104	15612	52975
9105	15614	52974
9106	15615	52972
9107	15617	52970
9108	15619	52968
9109	15620	52966
9110	15622	52965
9111	15624	52963
9112	15626	52961
9113	15627	52960
9114	15629	52958
9115	15631	52956
9116	15632	52954
9117	15634	52952
9118	15636	52950
9119	15637	52948
9120	15639	52946
9121	15641	52945
9122	15643	52944
9123	15644	52942
9124	15646	52941
9125	15648	52939
9126	15649	52937
9127	15651	52935
9128	15653	52933
9129	15654	52931
9130	15656	52929
9131	15658	52928
9132	15660	52927
9133	15661	52924
9134	15663	52923
9135	15665	52921
9136	15666	52919
9137	15668	52918
9138	15670	52916
9139	15672	52914
9140	15673	52912
9141	15675	52910
9142	15676	52908
9143	15678	52906
9144	15680	52904
9145	15681	52901
9146	15683	52899
9147	15684	52897
9148	15686	52896
9149	15688	52895
9150	15690	52893
9151	15692	52892
9152	15693	52890
9153	15695	52888
9154	15696	52884
9155	15698	52883
9156	15700	52881
9157	15701	52880
9158	15703	52878
9159	15705	52875
9160	15706	52874
9161	15708	52873
9162	15710	52871
9163	15712	52869
9164	15713	52867
9165	15715	52866
9166	15717	52864
9167	15718	52862
9168	15720	52861
9169	15722	52859
9170	15724	52858
9171	15725	52855
9172	15727	52853
9173	15728	52851
9174	15730	52849
9175	15732	52848
9176	15734	52846
9177	15735	52844
9178	15737	52842
9179	15739	52841
9180	15741	52840
9181	15743	52839
9182	15744	52837
9183	15746	52835
9184	15748	52834
9185	15750	52832
9186	15751	52831
9187	15753	52829
9188	15755	52827
9189	15756	52826
9190	15758	52824
9191	15760	52821
9192	15761	52820
9193	15763	52818
9194	15765	52816
9195	15766	52814
9196	15768	52812
9197	15770	52811
9198	15772	52809
9199	15773	52808
9200	15775	52806
9201	15777	52805
9202	15780	52807
9203	15782	52806
9204	15784	52805
9205	15785	52803
9206	15787	52802
9207	15789	52800
9208	15791	52799
9209	15793	52797
9210	15794	52796
9211	15796	52795
9212	15798	52793
9213	15799	52791
9214	15801	52789
9215	15803	52787
9216	15805	52786
9217	15806	52783
9218	15808	52781
9219	15809	52779
9220	15811	52777
9221	15813	52775
9222	15814	52773
9223	15816	52771
9224	15817	52769
9225	15819	52767
9226	15821	52765
9227	15822	52762
9228	15824	52760
9229	15825	52758
9230	15827	52756
9231	15829	52755
9232	15831	52753
9233	15832	52751
9234	15834	52750
9235	15835	52747
9236	15837	52745
9237	15839	52743
9238	15841	52742
9239	15842	52740
9240	15844	52737
9241	15845	52735
9242	15847	52733
9243	15849	52732
9244	15850	52730
9245	15852	52728
9246	15854	52727
9247	15856	52726
9248	15857	52724
9249	15859	52723
9250	15861	52721
9251	15863	52719
9252	15865	52718
9253	15866	52716
9254	15868	52715
9255	15870	52712
9256	15871	52710
9257	15873	52709
9258	15875	52707
9259	15876	52705
9260	15878	52704
9261	15880	52703
9262	15882	52701
9263	15884	52700
9264	15885	52698
9265	15887	52696
9266	15889	52694
9267	15890	52692
9268	15892	52691
9269	15894	52689
9270	15895	52686
9271	15898	52687
9272	15900	52686
9273	15901	52685
9274	15903	52683
9275	15905	52681
9276	15906	52679
9277	15908	52678
9278	15910	52676
9279	15912	52674
9280	15914	52673
9281	15915	52672
9282	15917	52670
9283	15919	52668
9284	15920	52666
9285	15922	52665
9286	15924	52663
9287	15926	52661
9288	15927	52660
9289	15929	52657
9290	15931	52656
9291	15932	52654
9292	15934	52652
9293	15936	52650
9294	15937	52648
9295	15939	52646
9296	15941	52644
9297	15942	52642
9298	15944	52640
9299	15945	52638
9300	15947	52636
9301	15949	52634
9302	15950	52632
9303	15952	52630
9304	15953	52628
9305	15955	52626
9306	15957	52624
9307	15959	52623
9308	15960	52621
9309	15962	52619
9310	15963	52616
9311	15965	52614
9312	15966	52611
9313	15968	52610
9314	15970	52608
9315	15973	52612
9316	15975	52611
9317	15977	52609
9318	15979	52607
9319	15980	52606
9320	15982	52604
9321	15984	52602
9322	15985	52601
9323	15987	52599
9324	15989	52598
9325	15990	52595
9326	15992	52594
9327	15994	52592
9328	15996	52590
9329	15997	52588
9330	15999	52587
9331	16001	52585
9332	16003	52584
9333	16004	52582
9334	16006	52580
9335	16008	52578
9336	16010	52577
9337	16011	52575
9338	16013	52574
9339	16015	52572
9340	16017	52571
9341	16018	52569
9342	16020	52567
9343	16022	52567
9344	16024	52566
9345	16026	52565
9346	16028	52563
9347	16030	52562
9348	16031	52560
9349	16033	52559
9350	16035	52557
9351	16036	52555
9352	16038	52554
9353	16040	52552
9354	16042	52550
9355	16043	52549
9356	16045	52547
9357	16047	52546
9358	16049	52544
9359	16051	52543
9360	16052	52540
9361	16054	52539
9362	16056	52537
9363	16057	52536
9364	16059	52534
9365	16061	52533
9366	16063	52531
9367	16064	52528
9368	16066	52527
9369	16068	52526
9370	16069	52524
9371	16071	52522
9372	16073	52521
9373	16075	52519
9374	16076	52517
9375	16078	52515
9376	16080	52513
9377	16081	52511
9378	16083	52510
9379	16085	52508
9380	16087	52507
9381	16088	52505
9382	16090	52503
9383	16092	52501
9384	16093	52499
9385	16095	52497
9386	16096	52494
9387	16098	52493
9388	16100	52492
9389	16101	52489
9390	16103	52488
9391	16105	52485
9392	16106	52483
9393	16108	52481
9394	16110	52479
9395	16111	52477
9396	16113	52475
9397	16114	52473
9398	16116	52471
9399	16118	52470
9400	16120	52468
9401	16121	52467
9402	16123	52466
9403	16125	52464
9404	16127	52462
9405	16128	52461
9406	16130	52459
9407	16132	52458
9408	16134	52456
9409	16135	52454
9410	16137	52452
9411	16139	52451
9412	16141	52450
9413	16143	52448
9414	16144	52447
9415	16146	52445
9416	16148	52443
9417	16150	52442
9418	16151	52439
9419	16152	52437
9420	16154	52435
9421	16156	52433
9422	16158	52431
9423	16160	52430
9424	16161	52428
9425	16163	52427
9426	16165	52425
9427	16166	52424
9428	16168	52422
9429	16170	52420
9430	16172	52418
9431	16173	52416
9432	16175	52415
9433	16177	52413
9434	16178	52412
9435	16180	52411
9436	16182	52409
9437	16184	52407
9438	16185	52405
9439	16187	52404
9440	16189	52403
9441	16191	52401
9442	16193	52399
9443	16194	52398
9444	16196	52396
9445	16198	52394
9446	16199	52393
9447	16201	52391
9448	16203	52389
9449	16204	52386
9450	16206	52384
9451	16207	52382
9452	16209	52380
9453	16211	52379
9454	16213	52378
9455	16215	52376
9456	16216	52374
9457	16218	52373
9458	16220	52370
9459	16221	52369
9460	16223	52367
9461	16225	52366
9462	16227	52364
9463	16228	52362
9464	16230	52361
9465	16232	52359
9466	16234	52358
9467	16235	52356
9468	16237	52355
9469	16239	52353
9470	16240	52350
9471	16242	52348
9472	16244	52347
9473	16245	52345
9474	16247	52343
9475	16249	52342
9476	16251	52341
9477	16252	52339
9478	16254	52336
9479	16256	52335
9480	16257	52333
9481	16259	52332
9482	16261	52330
9483	16263	52328
9484	16264	52327
9485	16268	52330
9486	16269	52328
9487	16271	52326
9488	16273	52325
9489	16275	52324
9490	16277	52322
9491	16278	52320
9492	16280	52318
9493	16282	52317
9494	16283	52316
9495	16285	52314
9496	16287	52312
9497	16289	52310
9498	16290	52309
9499	16292	52307
9500	16294	52305
9501	16295	52303
9502	16297	52301
9503	16299	52300
9504	16301	52299
9505	16302	52297
9506	16304	52294
9507	16306	52293
9508	16307	52291
9509	16309	52289
9510	16311	52288
9511	16312	52286
9512	16314	52285
9513	16316	52283
9514	16318	52282
9515	16319	52279
9516	16321	52278
9517	16323	52276
9518	16324	52274
9519	16326	52272
9520	16328	52270
9521	16329	52268
9522	16331	52267
9523	16333	52266
9524	16335	52265
9525	16337	52262
9526	16338	52261
9527	16340	52259
9528	16342	52258
9529	16343	52255
9530	16345	52253
9531	16347	52251
9532	16348	52249
9533	16350	52248
9534	16352	52247
9535	16354	52245
9536	16355	52243
9537	16357	52241
9538	16359	52239
9539	16360	52237
9540	16362	52236
9541	16365	52237
9542	16366	52235
9543	16368	52234
9544	16370	52232
9545	16372	52231
9546	16373	52229
9547	16375	52227
9548	16377	52226
9549	16379	52224
9550	16380	52223
9551	16382	52221
9552	16384	52219
9553	16386	52218
9554	16387	52216
9555	16389	52212
9556	16390	52211
9557	16392	52209
9558	16394	52207
9559	16395	52205
9560	16397	52204
9561	16399	52202
9562	16401	52200
9563	16402	52199
9564	16404	52197
9565	16405	52195
9566	16407	52193
9567	16409	52192
9568	16411	52190
9569	16414	52192
9570	16415	52190
9571	16417	52189
9572	16419	52186
9573	16420	52185
9574	16422	52184
9575	16424	52181
9576	16425	52179
9577	16427	52177
9578	16429	52176
9579	16431	52174
9580	16432	52173
9581	16434	52171
9582	16436	52169
9583	16437	52166
9584	16439	52165
9585	16441	52164
9586	16443	52162
9587	16444	52161
9588	16446	52159
9589	16447	52156
9590	16449	52154
9591	16451	52152
9592	16453	52151
9593	16454	52148
9594	16456	52147
9595	16458	52145
9596	16459	52144
9597	16463	52148
9598	16465	52147
9599	16466	52145
9600	16468	52143
9601	16470	52142
9602	16472	52140
9603	16473	52139
9604	16475	52136
9605	16477	52135
9606	16479	52133
9607	16480	52132
9608	16482	52131
9609	16484	52129
9610	16486	52128
9611	16488	52127
9612	16489	52125
9613	16491	52123
9614	16493	52122
9615	16494	52119
9616	16496	52118
9617	16498	52116
9618	16500	52115
9619	16501	52113
9620	16503	52111
9621	16505	52109
9622	16506	52106
9623	16508	52105
9624	16510	52104
9625	16512	52102
9626	16513	52100
9627	16515	52098
9628	16517	52096
9629	16518	52094
9630	16520	52093
9631	16522	52091
9632	16523	52089
9633	16525	52087
9634	16527	52085
9635	16528	52083
9636	16530	52082
9637	16532	52080
9638	16534	52079
9639	16535	52076
9640	16537	52075
9641	16539	52073
9642	16540	52071
9643	16542	52070
9644	16544	52068
9645	16546	52066
9646	16547	52065
9647	16549	52063
9648	16551	52061
9649	16552	52060
9650	16554	52057
9651	16556	52056
9652	16557	52054
9653	16559	52053
9654	16561	52051
9655	16562	52047
9656	16564	52046
9657	16566	52045
9658	16567	52043
9659	16569	52040
9660	16571	52039
9661	16572	52037
9662	16574	52035
9663	16576	52034
9664	16578	52032
9665	16579	52030
9666	16581	52028
9667	16582	52026
9668	16584	52024
9669	16586	52022
9670	16587	52019
9671	16589	52018
9672	16591	52016
9673	16592	52014
9674	16594	52012
9675	16596	52011
9676	16597	52009
9677	16599	52007
9678	16601	52006
9679	16603	52004
9680	16604	52003
9681	16606	52002
9682	16608	52001
9683	16610	51998
9684	16611	51996
9685	16613	51995
9686	16615	51993
9687	16617	51992
9688	16618	51990
9689	16620	51988
9690	16622	51987
9691	16623	51985
9692	16625	51983
9693	16627	51981
9694	16629	51980
9695	16630	51978
9696	16632	51976
9697	16634	51975
9698	16636	51973
9699	16637	51971
9700	16639	51970
9701	16641	51968
9702	16643	51967
9703	16644	51965
9704	16646	51963
9705	16648	51962
9706	16650	51960
9707	16651	51959
9708	16653	51956
9709	16655	51955
9710	16656	51953
9711	16658	51950
9712	16659	51948
9713	16661	51946
9714	16663	51944
9715	16665	51943
9716	16666	51941
9717	16668	51939
9718	16669	51937
9719	16671	51935
9720	16673	51934
9721	16674	51932
9722	16676	51930
9723	16678	51929
9724	16680	51927
9725	16682	51926
9726	16683	51924
9727	16685	51922
9728	16687	51921
9729	16689	51920
9730	16691	51918
9731	16692	51917
9732	16694	51915
9733	16696	51914
9734	16697	51911
9735	16699	51910
9736	16701	51908
9737	16702	51906
9738	16704	51905
9739	16706	51903
9740	16708	51902
9741	16710	51900
9742	16711	51898
9743	16713	51897
9744	16715	51895
9745	16717	51894
9746	16718	51892
9747	16720	51891
9748	16722	51889
9749	16723	51887
9750	16725	51885
9751	16727	51884
9752	16729	51882
9753	16730	51880
9754	16732	51878
9755	16734	51877
9756	16736	51875
9757	16737	51874
9758	16739	51872
9759	16741	51870
9760	16742	51868
9761	16744	51866
9762	16746	51865
9763	16748	51864
9764	16749	51862
9765	16751	51860
9766	16755	51864
9767	16756	51862
9768	16758	51861
9769	16760	51859
9770	16762	51858
9771	16764	51857
9772	16765	51855
9773	16767	51854
9774	16769	51852
9775	16771	51850
9776	16772	51848
9777	16774	51847
9778	16776	51845
9779	16778	51844
9780	16780	51844
9781	16782	51842
9782	16783	51840
9783	16785	51838
9784	16787	51837
9785	16788	51834
9786	16790	51832
9787	16792	51830
9788	16793	51829
9789	16795	51828
9790	16797	51826
9791	16799	51824
9792	16800	51822
9793	16802	51820
9794	16804	51819
9795	16805	51817
9796	16807	51815
9797	16809	51813
9798	16810	51811
9799	16812	51810
9800	16814	51808
9801	16815	51806
9802	16817	51804
9803	16819	51802
9804	16820	51800
9805	16822	51799
9806	16824	51797
9807	16826	51796
9808	16827	51794
9809	16829	51792
9810	16831	51790
9811	16833	51789
9812	16834	51787
9813	16836	51786
9814	16838	51784
9815	16840	51782
9816	16841	51780
9817	16843	51778
9818	16845	51777
9819	16846	51776
9820	16848	51774
9821	16850	51772
9822	16852	51770
9823	16853	51769
9824	16855	51767
9825	16857	51765
9826	16858	51764
9827	16860	51762
9828	16862	51761
9829	16864	51758
9830	16865	51757
9831	16867	51755
9832	16869	51753
9833	16871	51752
9834	16872	51750
9835	16874	51748
9836	16876	51746
9837	16877	51745
9838	16879	51744
9839	16881	51742
9840	16883	51741
9841	16884	51738
9842	16886	51737
9843	16888	51735
9844	16889	51733
9845	16891	51731
9846	16893	51729
9847	16894	51727
9848	16896	51726
9849	16898	51724
9850	16900	51723
9851	16901	51720
9852	16903	51718
9853	16905	51717
9854	16907	51716
9855	16908	51714
9856	16910	51713
9857	16912	51711
9858	16913	51709
